age,Sex,Family,nameofcancer,agecancer,whoaffected,dept,post,dgraduation,selfcanh,nameselfcan,durationscan,awarnesscans,namecancers,usefullnesscansc,breastcansc,agebrcans,brcansi,attbrcans,brcaprac,doBSE,bseinterval,mamography,inmamo,brcanscfam,famlibrcansc,brcanspa,brcanscptin,cercans,agecer,intercer,atticer,viapap,viado,intervia,cerfami,interfamcer,cerviscpt,intercerpt,coloncan,agecolocans,intecolocas,atticolcans,docolonoscopy,intercolonos,colofamily,intercolonfamil,coloncanpt,intercolonspt,proscans,ageproscs,interproscs,attiproscs,psadre,interpsadre,familyproscs,iprosf,proscansp,interprospt
33,1,2, , , , ,8,6,2, , ,2, ,1,2, , ,1,1,2, ,2, ,2, ,1, ,1, , ,1,1,2, ,2, ,2, ,1, , ,1,2, ,2, ,2, ,1, , ,1,2, ,2, ,2, 
 ,1,2, , , ,1,2, ,2, , ,1, ,1,2, ,2,1,1,2, ,2, ,1,2,1,2,2, , ,1,1,2, ,2, ,1, ,1,50,2,1,2, ,2, ,1,2,2, , ,1,2, ,2, ,1,2
30,2,2, , , , ,8,7,2, , ,2, ,1,1,30,2,1, ,2, ,1, ,1, ,1, ,1,30, ,1,1,1,2,1,2,1,2,1,40,5,1,2, ,2, ,1,1,1,40,3,1,2, ,1, ,1, 
26,2,2, , , ,3,8,2,1,ovarion, ,1, ,1,1,25,3, , ,1, ,2, ,1, ,1, ,1,21,3,1,1,2, ,1, ,1, ,1,45,1,1,2, ,1, ,1, ,1,40,1,1,1, ,1, ,1, 
50,1,2, , , ,5,2, ,2, , ,1, ,2,2, , ,1,1,2, ,2, ,1,2,1,1,1, , ,1,1,1,1,2, ,1,1,2, , ,1,2, ,2, ,1, ,1,40,2,1,2, ,2, ,2, 
67,1,2, , , , ,3,43,1, , ,1, ,1,2, , ,1,1, , , , ,1, ,2, ,2, , ,1, , , ,2, ,2, ,2, , , , , , , , , ,1,50, ,1,1, ,2, ,1, 
55,1,1,lung,50,uncle, , , ,1, , ,1, ,2,2, , ,1,1,1, ,1,1,1,1,1,1,2, , ,1,1,1,1,2, ,1,1,2, , ,1,2, ,2, ,1, ,1, , ,1,2, ,2, ,1,1
27,2,2, , , ,3,8,2,2, , ,2, ,1,1,35, ,1, ,2, ,2, ,1, ,1, ,1,25, ,1,1,1, ,2, ,1, ,2, , ,1,2, ,2, ,1, ,2, , ,1,1, ,1, ,1, 
45,1,2, , , ,5,2,20,2, , ,2, ,2,2, , ,1,1,1,1,1,1,1,1,1, ,1,25,1,1, ,1, ,1, ,1, ,2, , ,2,2, ,2, ,1, ,1,50, ,1,1, ,2, ,1, 
45,1,2, , , , ,1,20,2, , ,1,breast,1,1,30,1,1,1,1, ,1, ,2, ,1, ,1,25,1,1,1,1, ,2, ,1, ,2, , ,2,1, ,2, ,1, ,1,50, ,1,1, ,2, ,1, 
45,1,2, , , ,5,3,22,1,overion, ,1, ,1,1,45,1,1,1,2, ,1, ,2, ,1, ,1,45,2,1,1,2, ,2, ,2, ,2, , ,2,2, ,2, ,2, ,1,50,5,1,1, ,1, ,1, 
 ,2,2, , , , ,1, ,2, , ,1, ,1,1,25,1,1,1,2, ,2, ,2, ,1, ,1,21,3,1,1,1, ,2, , , ,1,45,3,1,2, ,2, , , ,1,50,2,1,2, ,2, , , 
34,2,2, , , ,9,8,6,2, , ,1, ,1,1,25,2,1,1,2, ,2, ,1, ,1, ,1,30,3,1,1,2, ,2, ,1,2,1,40,3,1,2, ,2, ,1,2,1,40,2,1,2, ,2, ,1,3
33,1,2, , , ,9,8,5,2, , ,1, ,1,1,25,3,1,1,2, ,2, ,1, ,1,2,1,25,3,1,1,2, ,2, , , ,1,35,2,1,2, ,2, ,1, ,1,40,2,1,2, ,2, ,1,2
31,1,2, , , ,2,8,2,2, , ,2,breast,1,1,20,1,1,1,2, ,2, ,1,1,1,1,1,40,3,1,1,1,2,2, ,1,2,2, , ,1,1,3,1, ,1,3,1,45,4,1,2, ,2, ,2, 
34,2,2, , , , ,8, ,2, , ,1, ,1,1, , ,1,1,2, ,2, ,1, ,1, ,1, , ,1,1,2, ,2, ,1, ,2, , ,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,1, 
36,2,2, , , , , ,8,2, , ,1,breast,1,1,21,1,1,1,2, ,2, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, ,2, ,2, 
33,2,2, , , , , ,6, , , ,2, ,1,1,25,3,1,1,2, ,2, , , ,2, ,2, , ,1,2,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, ,1, , ,1,2, ,2, ,2, 
34,2,2, , , , ,8,6,2, , ,1, ,1,1,25,3,1,1,2, ,2, , , ,2, ,2, , ,1,2,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, ,1, , ,1,2, ,2, ,2, 
36,1,2, , , , ,6,6,2, , ,2, ,1,1, , ,1,1,2, ,2, ,2, ,2, ,2, , ,1,2,2, ,2, ,1, ,2, , ,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
34,1,2, , , ,10,8,8, , , ,1, ,1,1,25,3,1,1,2, ,2, ,1,3,1,3,1,21,2,1,1,2, ,2, ,2, ,1,40,2,1,2, ,2, ,2, ,1,50,3,1,2, ,2, ,2, 
46,1,2, , , ,10,2,17,2, , ,1, ,1,1,21,2,1,1,2, ,2, ,1,2,1,2,1,22,2,1,1,2, ,1,2,1,2,1,40,2,1,2, ,1,2,1,2,1,50,2,1,2, ,1,2,1,2
38,1,2, , , ,10,6, ,2, , ,1, ,1,1,30,3,1,1,2, ,2, ,1,3,1,3,1,25,2,1,1,2, ,1,2,1,2,1,40,3,1,2, ,1,3,1,3,1,50,2,1,2, ,1,2,1,2
42,2,2, , , ,3,3,14,2, , ,1,breast,1,1,25,3,1,1,2, ,2, ,1,3,1,3,1,21,3,1,1,2, ,1,3,1,3,1,35,2,1,2, ,2, ,2, ,1,45,2,1,2, ,1,2,1,2
48,1,2, , , ,7,3,19,2, , ,1, ,1,1,25,3,1,1,2, ,2,3,1,3,1, ,1,21,4,1,1,2, ,1,4,1,4,1,40,2,1,2, ,1,3,1,3,1,55,2,1,2, ,1,3,1,3
36,1,2, , , ,1,8,10,2, , ,1, ,1,2, , ,1,1,2, ,2, ,1,1,2, ,1,50,4, ,1,2, ,2, ,2, ,1,40,3,1,1,2,2, ,2, ,1,35,2,1,2, ,2, ,2, 
30,1,2, , , ,11,8, ,2, , ,2, ,1,2, , ,1,1,2, ,2, ,1,1,2, ,2,51,4,1,2,2, ,2, ,2, ,2,40,3,1,1,2,2, ,2, ,1,35,2,1,2, ,2, ,2, 
46,1,1,head&nek,48,brother, ,2,18,2, , ,1, ,1,1,25,3,1, ,2, ,2, ,2, ,2, ,1, , ,1,2,2, ,2, ,1, ,1,30,4,1,2, ,2, ,2, ,1, , ,1,2, ,2, ,1, 
29,2,2, , , ,10,8,1,2, , ,1, ,1,1,30,1,1,2, , ,1, ,2, ,1,1,1,40,4,1,2,2, ,2, ,1, ,1,50,4,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
48,1,2, , , ,11,2,20,1,urinary,10,1, ,1,1,30,2,1,1,2, ,2, ,2, ,2, ,2, , ,1,1,2, ,2, ,1, ,1,30,3,1,2, ,2, ,2, ,1,51,1,1,2, ,2, ,2, 
40,1, , , , , ,3,12,2, , ,1, ,1,1,25, ,1,1,2, ,2, ,2, ,2, ,1,30,3,1,1,2, ,2, ,2, ,1, , ,2,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
33,1,2, , , ,11,8,7,2, , ,1, ,1,1,25,2,1,1,2, ,2, ,1, ,1,1,1,30,1,1,1,2, ,2, ,2, ,1,25,2,1,1, ,2, ,2, ,1,45,1,1,2, ,2, ,2, 
46,2,1,cervix,6, ,3,2,16,1,cervix,6,1, ,1,1,22,3,1,1,1,2,2, ,1,2,1,2,1,21,3,1,1,1, ,2, ,1,3,1,30,2,1,2, ,2, ,2, ,1,45,3,1,2, ,2, ,1, 
32,1,2, , , ,4,8, ,2, , ,1, ,1,1,18,2,1,1,2, ,2, ,2, ,2, ,1,30,2,1,1,2, ,2, ,2, ,1,41,4,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
39,1,2, , , , ,6,13,2, , ,1, ,1,1,30,3,1,1,2, ,2, ,2, ,1,3,1,30,3,1,1,2, ,2, ,2, ,1,35,2,1,1, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
35,1,2, , , ,4,8,7,2, , ,1, ,1,1,25,2,1,1,2, ,2, ,2, ,1,3,1,25,3,1,1,2, ,2, ,2, ,1,35,2,1,1, ,2, , , ,2, , ,1,2, ,2, ,2, 
48,1,2, , , ,4,2,18,2, , ,1, ,1,1,30,3,1,1,2, ,2, ,2, ,2, ,1,40,2,1,1,2, ,2, ,2, ,1,35,4,1,1, ,2, ,2, ,1,40,2,1,2, ,2, ,2, 
39,1,2, , , , ,6,12,2, , ,1, ,1,1,30, ,1,2,2, ,2, ,2, ,2, ,2, , ,1,1,2, ,2, ,2, ,1,40,4,1,2, ,2, ,2, ,1,40,3,1,2, ,2, ,2, 
33,1, , , , , ,8,6,2, , ,1, ,1,1,25,3,1,1,2, ,2, ,2, ,2, ,1, ,4,1,1,2, ,2, ,2, ,1,40,1,1,2, ,2, ,2, ,1,41, ,1,2, ,2, ,2, 
38,1,2, , , ,13,6, ,2, , ,1, ,1,1,30,3,1,1,2, ,2, ,2, ,1,2,1,35,3,1,1,2, ,2, ,1,3,1,40,4,1,2, ,2, ,1,3,2, , ,1,2, ,2, ,1,2
39,1,1,lung,52, ,13,4,10,1,lung,5,1, ,1,1,25,3,1,1,2, ,2, ,1,2,1,2,2, , ,1,1,2, ,2, , , , , , ,1,1,2,1, ,2, ,1,45,3,1,2, ,2, ,2, 
33,1,2, , , ,2,7,5,2, , ,2, , ,1,20,1,1,1,2, ,2, ,1,1,1,1,1,40,1,1,1,1,2, , , , ,2, , ,1,1,3,2, ,1,3,1,45,4,1,2, ,2, ,2, 
35,1,2, , , ,10,6, ,2, , ,1,breast,1,1,20,1,1,2,2, ,2, ,2, ,1, ,2, , ,1,2,2, ,1, ,1, ,2, , ,1,2, ,2, ,1, ,2, , ,1,2, ,2, ,1, 
33,2,2, , , ,11,8,4,2, , ,1, ,1,1,25,1,2,2,2,1,1,1,1, ,1, ,1,30,2,1,1,1,2,1, ,2,1,1,40,3,1,1,2,1, ,2,1,1,40,3,1,2, ,2, ,1,3
28,1,1,RCC,55,aunty, ,8,1,2, , ,1,RCC,1,1,30,1,2,1,2, ,2, ,2, ,2, ,1,25, ,1,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, ,1,50,3,1,2, ,2, ,1,2
30,2,1,RCC,45,mother, ,8, ,2, , ,1, ,1,2, , ,2,1,2, ,1, ,2, ,2, ,1,15,1,1,2,2, ,1, ,2, ,1,50, ,1,1, ,2, ,2, ,1,50, ,1,1, ,2, ,2, 
54,1,1,Hepatobi,54, ,12,3,28,2, , ,1, ,1,1, , ,1,1, , , , ,2, ,2, ,1, , ,2,1,2, ,2, ,2, ,1, , ,1,2, ,2, , , ,1, , ,1,2, ,2, ,2, 
30,2,1,Lung,60,g-father,3, , ,2, , ,1,breast,1,1,30,3,1,1,2, ,2, ,2, ,2, ,1,30,6,1,1,2, ,2, ,1, ,1, , ,1,2, ,2, ,2, ,1, , ,1,2, ,2, ,1, 
35,1,2, , , , ,7,10,1, , ,1, ,1,1,30,1,1,1,2, , , ,2, ,2, ,1,30,1,2,2,2, ,1, ,1, ,2, , ,1,1, ,1, ,2, ,1,50,5, , , , , , , 
34,2,2, , , ,4,8,2,2, , ,1,cervical,1,2, , ,1, , , ,1, , , ,2, , ,30, ,1,1,2, ,2, ,1, ,1, , ,1,1, ,2, ,2, ,1, , , , , , , , , 
39,2,2, , , ,4,7, ,2, , ,1,breast,1,2, , ,1,1,2, ,2, ,2, ,2, ,2, , ,1,1,2, ,1, ,2, ,2, , ,1,2, ,2, ,2, ,1, , ,1,2, ,2, ,2, 
35,2,2, , , , ,8,5,2, , ,1, ,1,1,15, ,1,1,2, ,2, ,2, ,2, ,1,15,5,1,1,2, ,2, ,1, ,2, , ,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
31,1,2, , , , ,8, ,2, , ,1, ,1,1, , ,1,1,2, ,2, ,1, ,1, ,1, , ,1,1,2, ,2, ,1, ,1, , ,1,2, ,2, ,2, ,1,40, ,1,1, ,1, ,1, 
34,1,1,RCC,60,father,4,8, ,2, , ,1,breast,1,1,30,1,1,1,2, ,2, ,1, ,1, ,1,30,1,1,1,2, ,2, ,1, ,1,20,1,1,1, ,2, ,2, ,1,40,1,1,1, ,2, ,1, 
38,1,1,thyroid,58,aunty,4,6,5,2, , ,1, ,1,1,30,2,1,1,2, ,2, ,2, ,2, ,1,35,2,1,1,2, ,2, ,2, ,1,45,5,1,2, ,2, ,2, ,1,50,2,1,2, ,2, ,2, 
39,1,2, , , ,3,6, ,2, , ,1, ,1,1,40,5,1,1, , , , ,1, ,1, ,1,35,5,1,1,1,5,1, ,1, ,1,45,5,1,2, ,2, ,1, ,1,50,5,1,2, ,2, ,1, 
38,1,1,breast,75,father,4,4,16,2, , ,1,breast,1, , , , , , , , , , , , , , , , , , , , , , , , ,1,40,10,1,2, ,2, ,2, ,1,50,5,1,2, ,2, ,1, 
48,2,2, , , ,4,3,24,2, , ,1,breast,1,1,35,1,1,1,2, , , ,2, ,2, ,1,30,2,1,1,2, ,2, ,2, ,1,50,2,1,2, ,2, ,2, ,1,50,2,1,2, ,2, ,2, 
48,2,1,ceavix,65, ,2,3, ,2, , ,1, ,1,1,35,5,1,1,2, ,2, ,2, ,2, ,1,20,2,1,1,2, ,2, ,2, ,1, , ,1,1, ,2, ,2, ,1, , ,1,2, ,2, ,2, 
41,1,2, , , ,4,4,17,2, , ,2, ,1,1,18,6,1,1,2, ,2, ,1, ,1, ,1,18,1,1,1,1, ,2, ,1, ,1,40, ,1,1, ,2, ,2, ,1,40, ,1, , , , ,2, 
36,2,1,Nung,60, , ,8, ,2, , ,1,cervical,1,2, , ,1, , , , , ,1, ,1,1,2, , ,1,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
33,2,1,RCC,45,fathar,4,7, ,1, , ,1,breast,1,1, , ,1,1, , ,2, ,2, ,2, ,2, , ,1,2,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, ,2, , ,1,1, ,2, ,2, 
31,2,2, , , ,4,8, ,2, , ,1,cervix,1,2, , ,1,1,1, ,1, ,2, ,2, ,1,30,1,1,1,1, ,2, ,2, ,2, , ,1,1, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
38,2,2, , , ,4,4,5,2, , ,1, ,1,1,15, ,1,1,2, , , ,1, ,1, ,1,15,5,1,1,1, ,2, ,1, ,2, , ,1,2, ,2, ,2, , , , , , , , , , , 
31,1,2, , , ,4,8, ,2, , ,1, ,2,2, , ,1,1, , , , ,1, , , ,2, , ,1,1,2, ,1, ,2, ,2, , ,1,2, ,2, ,2, ,1, , ,1,1, ,1, ,1, 
36,1,2, , , ,4,7, ,2, , ,1,cervical,1,2, , ,1,1,2, ,2, ,2, ,1, ,2, , ,1, , , , , , , , , , , , , , , , , ,2, , ,2,2, ,2, ,2, 
32,2,2, , , ,4,8, ,2, , ,1, ,1,2, , ,1,2,2, ,2, ,1, ,1, ,1,30,5,1,1,2, ,2, ,1, ,1, , ,2,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
27,1,2, , , ,4,7,4,2, , ,2, ,1,2, , ,1,1,2, ,2, ,2, ,1, ,2, , ,2,1,2, ,2, ,1, ,2, , ,2,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
28,1,2, , , ,4,8, ,2, , ,1, ,1,2, , ,1,2,2, ,2, ,1, ,1, ,2, , ,1,1,2, ,2, ,1, ,2, , ,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
35,2,1,GL,50,G-Parent,4,8,11,2, , ,1,breast,1,1,15,1,1,1,1, ,1, ,1, ,1, ,1,25,1,1,1,1, ,2, ,2, ,2, , ,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
47,1,2, , , ,4,3,5,2, , ,2, ,1,2, , ,1,1,2, ,2, ,2, ,1, ,2, , ,1,1,2, ,1, ,1, ,2, , ,1,2, ,2, ,1, ,1, , ,2,2, ,1, ,2, 
57,1,1, , , ,12,1,32,1, , ,1, ,1,2, , ,1,1,1, ,2, ,2, ,1, ,1, , ,1,1,2, ,2, ,2, ,1, , ,1,2, ,2, ,2, ,1, , ,1,2, ,2, ,2, 
37,2,2, , , , ,3,7,2, , ,1, ,2,2, , ,1,2,2, ,2, ,1, ,1, ,2, , ,1,1,1, ,1, ,1, ,2, , ,1,2, ,1, ,1, ,2, , ,2,1, ,1, ,1, 
44,2,2, , , ,4,3, ,2, , ,1, ,1,2, , ,1, , , , , ,1, , , ,1, , ,1,1,2, ,2, , , ,2, , ,1,2, ,2, ,2, ,1, , , , , , , , , 
48,1,1,corcinom, , ,4,3,24,2, , ,2, ,1,2, , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2, ,2, ,2, ,2, , ,2,2, ,2, ,2, 
50,1,2, , , ,4,4,5,2, , ,1,colon,1,2, , ,1,2,2, ,1, ,1, ,2, ,2, , ,1,1,2, ,1, ,2, ,1,40,1,1,1, ,2, ,2, ,2, , , , , , , , , 
43,1,2, , , , ,5,8,2, , ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1,25, ,1,1, ,2, ,2, ,1,40, ,1,2, ,2, ,1, 
49,1,1,alc,50, , ,3, ,2, , ,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , ,1,30, ,1,1, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
50,1,2, , , ,1,2,33,2, , ,1, ,1,2, , ,1,2,2, ,1, ,2, ,2, ,2, , ,1,1,1, ,2, ,1, ,1, , ,1,2, ,1, ,2, ,2, , ,1, , , , , , 
32,2,1,breast,50,g-fathar,1,7,9,2, , ,1,breast,1,2, , ,1,1,2, ,2, ,2, ,2, ,1,10,5,1,1,2, ,1, ,2, ,1, ,1,1,2, ,2, ,1, ,2, , ,2,1, ,1, ,1, 
53,1,2, , , ,1,2,26,2, , ,1,colon,1,1,40,1,1,1,1,1,1,3,1, ,1,3,1,40,5,1,1,1, ,1, ,1, ,1,40,5,1,1, ,1, ,1, ,1,60,5,1,1, ,1, ,1, 
33,1,2, , , ,1,6,6,2, , ,1, ,1,2, , ,1,1,2, ,2, ,1, ,1, ,1,15, ,1,1,2, ,1, ,1, ,2, , ,1,1, ,1, ,1, ,1, , ,1,1, ,1, ,1, 
36,1,1,colon,55,g-fathar,1,7, ,2, , ,1,breast,1,2, , ,1,1,2, ,2, ,1, ,2, ,1,30, ,1,1,2, ,1,5,1,5,1,35,3,1,2, ,2, ,1, ,1,50, ,2,2, ,2, ,1, 
38,2,1, ,50, ,1,6,15,2, , ,1, ,1,1,30,1,1,1,2, ,1, ,1, ,1, ,1,45,1,1,1,2, ,1, ,1, ,1,40,4,1,1, ,1, ,1, ,1,55, ,1,1, ,2, ,1, 
36,1,2, , , ,1,6,14,2, , ,1, ,1,1, , ,1,1,2, ,1, ,2, ,1, ,1,40, ,1,1,1, ,1, ,1, ,1,40,6,1,1, ,2, ,1, ,1,60, ,1,1, ,2, ,1, 
42,1,2, , , ,1,6,20,2, , ,1, ,1,1,34, ,1,1,2, ,1, ,1, ,1, ,1,40, ,1,1,1, ,2, ,1, ,1,50, ,1,1, ,2, ,1, ,1,55, ,1,2, ,2, ,1, 
32,2,2, , , ,1,8,8,2, , ,1, ,1,1,40,1,1,1,2, ,2, ,1, ,1, ,1, , ,1,1,2, ,1, ,1, ,1,45,2,1,2, ,2, ,1, ,1,55,2,1,2, ,2, ,1, 
39,1, , , , , , , ,2, , ,1,carvix,1,2, , ,1,1,2, ,1, ,1, ,1, ,1,30, ,1,1,2, ,2, ,1, ,1,40, ,1,1, ,2, ,1, ,1,50, ,1,1, ,2, ,1, 
33,2,2, , , ,1,7,9,2, , ,2, ,1,1, , ,1,1,2, ,2, ,2, ,1, ,2, , ,1,1,2, ,2, ,2, ,2, , ,2,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
30,1,2, , , ,1,8,7,2, , ,1, ,1,1, , ,1,1,2, ,2, ,1, ,1, ,1, , ,2,2,2, ,2, ,2, ,1, , ,1,2, ,2, ,2, ,1, , ,1,1, ,2, ,2, 
33,1,1,breast,55,g-father, ,6,9,2, , ,1, ,1,1, , ,1,1,2, ,1, ,1, ,1, ,1,30, ,1,1,2, ,2, ,2, ,1, , ,1, , ,2, ,1, ,1, , ,1,1, ,2, ,1, 
32,1,1,CML,48,mother,1,7,8,2, , ,2, ,1,1,15, ,1,1,2, , , , , ,1, ,1,16,5,1,1,2, ,1, ,1, ,1,50,1,1,2, ,2, ,1, ,1,45, ,1,1, ,2, ,1, 
30,1,2, , , , ,8,4,2, , ,1, ,1,2, , ,1,1, , ,1, ,2, ,1, ,2, , ,1,1,1, ,2, ,2, ,1,50,1,2,2, ,2, ,2, ,1,50,1,1,1, ,2, ,1, 
28,1,1,colon,57, , ,8,.6,2, , ,1,carvix,1,1,14,1,1,1,2, ,2, ,2, ,1, ,1,14,1,1,1,1, ,2, ,1, ,1,20,5,1,2, ,1, ,1, ,1,50,3,1,1, ,2, ,1, 
32,1,2, , , ,1, ,7,2, , ,1, ,1,1,15,1,1,1,1, , , ,1, ,1, ,2, , , ,1,2, ,2, ,1, ,2, , ,2,2, ,2, ,2, ,2, , ,1,1, ,1, ,1, 
28,2,1,colon,50,aunty,1,7,5,2, , ,1,colon,1,2, , ,1,2,2, , , ,1, ,2, ,2, , ,1,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, ,2, , ,2,2, ,2, ,2, 
31,1,2, , , ,1,8,8,2, , , , ,1,1,15,1,1,1,2, ,2, ,2, ,2, ,2, , ,1,1,2, ,2, ,2, ,2, , ,1,1, ,2, ,1, ,1, , ,1, , , , , , 
31,1,2, , , ,1,7,9,2, , ,2, ,1,2, , ,1,1,2, ,2, ,2, ,2, ,2, , ,1,1,2, ,2, ,2, ,1, , ,1,2, ,2, ,2, ,1, , ,1,2, ,2, ,2, 
33,1,2, , , ,1,7,11,2, , ,2, ,1,1,18, ,1,1,1, ,1, ,2, ,2, ,2, , ,1,1, , ,2, ,1, ,2, , ,1,2, ,2, ,1, ,2, , ,1,2, ,2, ,1, 
32,1,2, , , , ,7,6,2, , ,1, ,1,1,16,2,1,1,2, ,2, ,2, ,1, ,1,16,2,1,1,2, ,2, ,1, ,1,35,4,1,1, ,2, ,1, ,1,45,1,1,2, ,2, ,1, 
43,1,2, , , ,1,7,54,1,stoma, ,1, ,1,1,30,1,1,1,2, ,1, ,2, ,1, ,1,50,1,1,1,2, ,2, ,1, ,1,30,1,1,2, ,2, ,1, ,1,50,1,1,1, ,1, ,1, 
 ,1,2, , , ,1,6, ,2, , ,1, ,1,1,30,1,1,2,2, ,1, ,1,1,2, ,2, , ,1,1,2, ,2, ,2, ,2, , ,1,1, ,2, , , ,1,50,1,1,1, ,2, ,1,1
29,1,2, , , ,1,7,3,2, , ,1, ,1,2, , ,1,1,2, ,2, ,1, ,1, ,2, , ,1,2,2, ,2, ,1, ,1, , ,1,2, ,2, ,2, ,2, , ,1,1, ,2, ,2, 
35,2,2, , , ,14, ,5,2, , ,1,breast,1,1,40,2,1,1,2, ,2, ,2, ,2, ,1,25,5,1,1,2, ,2, ,2, ,2, , ,2,2, ,2, ,2, ,2, , ,2, , , , , , 
41,2,2, , , ,14,3,5,2, , ,1,breast,1,1,40,2,1,1,2, ,2, ,2, ,2, ,1,25,5,1,1,2, ,2, ,2, ,2, , , , , , , , , ,2, , , , , , , , , 
42,2,2, , , ,14, ,5,2, , ,1,breast,1,1,40,2,1,1,2, ,2, ,2, ,2, ,1,25,5,1,1,2, ,2, ,2, ,2, , ,2,2, ,2, ,2, ,2, , ,2, , , , , , 
32,1,2, , , , , , ,2, , ,1, ,1,1,16,1,1,1,2, ,2, ,1,2,1,2,2, , , , , , , , , , ,2, , , , , , , , , ,2, , ,1,1,2,2, ,1, 
29,1,2, , , ,1,7,20,2, , ,1, ,1,1, , ,1,1,2, , , ,1, ,1, ,1,30,5,1,1,2, ,1, ,1, ,1, , ,1,2, ,2, ,2, ,1,60, ,1,2, ,1, ,1, 
35,1,2, , , ,1,8,13,2, , ,1, ,1,1,40,1,1,1,2, ,1,2,2, ,2, ,1,45,2,1,1,2, ,2, ,2, ,1,45,3,1,1,2,1, ,1, ,1,45,3,1,1,3,1,3, , 
52,1,2, , , ,1,2,25,2, , ,1, ,1,1,30,1,2,2,2, ,2, ,1, ,1, ,1,30,1,1,1,2, ,2, ,1, ,1,40,1,1,1, ,2, ,1, ,1,40,1,1,1, ,2, ,2, 
46,1,2, , , ,1,3,21,2, , ,1,colon,1,1,25, ,1,1,2, ,2, ,1, ,2, ,1,15, ,1,1,2, ,2, ,2, ,1,25,1,1,2, ,2, ,2, ,2, , ,1,2, ,2, ,2, 
52,1,2, , , ,1,2,18,2, , ,1, ,1,1,40,1,1,1,1, ,2, ,2, ,2, ,1,40, ,1,1,1, ,1, ,1, ,1,40,1,1,1, ,2, ,1, ,1,40,1,1,1, ,1, ,1, 
42,1,1,HCC,69, ,1,4, ,2, , ,1,colon,1,1,40,1,1,1,1, ,2, ,2, ,1, ,1,40, ,1,1,1, ,1, ,1, ,1,60,1,1,1, ,2, ,1, ,1,40, ,1,1, ,1, ,1, 
47,1,2, , , ,1,2,22,2, , ,1, ,1,1,30, ,1,1,1,5,1, ,2, ,2, ,1, ,5,1,1,1, ,2, ,1, ,1,40,10,1,1, ,2, ,1, ,1,40,10,1,1, ,1, ,1, 
59,1,2, , , ,2,2,35,1, , ,1, ,1,1, , ,1,1,2, ,1, ,2, ,2, ,1, , ,1,1,1, ,1, ,1, ,1, , ,1,1, ,2, ,1, ,1, , ,1,1, ,1, ,1, 
47,1,2, , , ,1,3,5,1, , ,1, ,1,1, , ,1,1,2, ,1, ,2, ,1, ,1, , ,1,1,1, ,2, ,1, ,1,40,5,1,1, ,2, ,1, ,1,50,5,1,1, ,2, ,1, 
45,1,2, , , ,1,3,5,1, , ,1, ,1,1,15,5,1,1,2, ,1, ,1, ,1, ,1,25,3,1,1,1, ,2, ,1, ,1,40,5,1,1, ,1, ,1, ,1,40,5,1,1, ,2, ,1, 
50,1,2, , , ,1,2,23,2, , ,1, ,1,1,20,3,1,1,2, ,2, ,2, ,2, ,1,25,3,2,1,2, ,2, ,2, ,1,45,5,1,2, ,2, ,2, ,2, , ,1,1, ,2, ,1, 
45,1,2, , , ,1,3,5,1,colon, ,1, ,1,1,15,1,1,1,2, ,2, ,2, ,1, ,1, ,5,1,1,2, ,1, ,1, ,1, ,5,1,2, ,2, ,2, ,1,60, ,1,2, ,2, ,2, 
47,1,2, , , ,1,3,22,2, , ,1,colon,1,1,30,4,1,1,2, ,1,3,1,3,1,3,1,30,4,1,2,2, ,1,2,3, ,1,40,3,1,1,3,1,3,1,3,1,50,3,1,1,3,1,3,1,3
48,1,2, , , ,1,2,5,2, , ,1,colon,1,1,15,5,1,1,2, ,1,5,1,5,1, ,1,15,5,1,1,1,1,2, ,2, ,1,40,5,1,1, ,2, ,2, ,1,40,5,1,1, ,2, ,1, 
48,1,2, , , ,1,3,5,2, , ,1,breast,1,1,15,3,1,1,1,1,1,1,1,1,1,1,1,15,5,1,1,2, ,2, ,2, ,1,40,5,1,2, ,2, ,2, ,1,40,10,1,1, ,2, ,1, 
